Year,SA2_code_2016,SA2_code_2016,Population,Population density,Population growth (1 year),Population increase (1 year),Population growth (5 years),Natural increase,Net regional migration,Net overseas migration,Natural increase (ratio to population at start of year),Net regional migration (ratio to population at start of year),Net overseas migration (ratio to population at start of year)
2005,208021181,Murrumbeena,8387,25.99814011,1.512950859,125,,,,,,,
2005,208021182,Ormond - Glen Huntly,11288,0.227019048,1.410475249,157,,,,,,,
2005,208021426,Bentleigh East (North),13023,168.6917098,1.133804458,146,,,,,,,
2005,208021427,Bentleigh East (South),11986,2.666399715,0.663475267,79,,,,,,,
2005,208031183,Aspendale Gardens - Waterways,6971,48.6801676,4.309441867,288,,,,,,,
2005,208031184,Braeside,14,0.000763434,0,0,,,,,,,
2005,208031185,Carrum - Patterson Lakes,10808,64.67983244,0.633147114,68,,,,,,,
2005,208031186,Chelsea - Bonbeach,11849,2.364597885,0.773941146,91,,,,,,,
2005,208031187,Chelsea Heights,5297,19.28987618,-0.075457461,-4,,,,,,,
2005,208031188,Cheltenham - Highett (East),19817,3.249647437,0.435862349,86,,,,,,,
2005,208031189,Edithvale - Aspendale,11627,3.544492882,0.120554551,14,,,,,,,
2005,208031190,Mentone,11524,1.709158324,0.08685079,10,,,,,,,
2005,208031191,Moorabbin - Heatherton,7707,1.406386861,2.459452273,185,,,,,,,
2005,208031192,Moorabbin Airport,0,0,0,0,,,,,,,
2005,208031193,Mordialloc - Parkdale,17788,1.91792638,1.884414915,329,,,,,,,
2005,208041194,Malvern - Glen Iris,18966,2.289584239,0.476795931,90,,,,,,,
2005,208041195,Malvern East,20004,2.731741957,0.502411576,100,,,,,,,
2005,209011196,Bundoora - East,9193,132.4639769,1.412024269,128,,,,,,,
2005,209011197,Greensborough,20656,1.042647809,-0.149852564,-31,,,,,,,
2005,209011198,Heidelberg - Rosanna,12922,71.62971175,0.850698509,109,,,,,,,
2005,209011199,Heidelberg West,13224,1.105168149,0.410022779,54,,,,,,,
2005,209011200,Ivanhoe,10545,116.9068736,0.620229008,65,,,,,,,
2005,209011201,Ivanhoe East - Eaglemont,7747,1.343589032,0.819885476,63,,,,,,,
2005,209011202,Montmorency - Briar Hill,15651,3.08224034,0.23054755,36,,,,,,,
2005,209011203,Viewbank - Yallambie,18134,177.4363992,0.537783445,97,,,,,,,
2005,209011204,Watsonia,9077,119.4342105,-0.362239297,-33,,,,,,,
2005,209021205,Kingsbury,7986,127.776,8.284745763,611,,,,,,,
2005,209021207,Reservoir - East,24318,2.707867045,0.683144951,165,,,,,,,
2005,209021208,Reservoir - West,22534,1015.045045,-0.048791306,-11,,,,,,,
2005,209021428,Preston - East,16990,2498.529412,1.517686424,254,,,,,,,
2005,209021429,Preston - West,11428,512.4663677,1.446959609,163,,,,,,,
2005,209031209,Eltham,24051,1098.219178,-0.302603217,-73,,,,,,,
2005,209031210,Hurstbridge,3656,580.3174603,0.301783265,11,,,,,,,
2005,209031211,Kinglake,3927,1061.351351,2,77,,,,,,,
2005,209031212,Panton Hill - St Andrews,5286,163.1481481,1.34202454,70,,,,,,,
2005,209031213,Plenty - Yarrambat,8476,847.6,3.114355231,256,,,,,,,
2005,209031214,Research - North Warrandyte,6846,547.68,-0.102145046,-7,,,,,,,
2005,209031215,Wattle Glen - Diamond Creek,12787,581.2272727,1.291191381,163,,,,,,,
2005,209041216,Bundoora - North,4265,418.1372549,7.974683544,315,,,,,,,
2005,209041217,Bundoora - West,6638,425.5128205,-0.703066567,-47,,,,,,,
2005,209041219,Lalor,20349,61.57034796,-1.23283017,-254,,,,,,,
2005,209041220,Mill Park - North,19053,435.9954233,0.607244693,115,,,,,,,
2005,209041221,Mill Park - South,13384,1013.939394,-0.268256334,-36,,,,,,,
2005,209041223,Thomastown,21570,297.5172414,-1.367232155,-299,,,,,,,
2005,209041224,Wallan,10044,1255.5,5.040786446,482,,,,,,,
2005,209041225,Whittlesea,6700,112.9848229,4.037267081,260,,,,,,,
2005,209041430,Doreen,1990,297.0149254,42.34620887,592,,,,,,,
2005,209041431,Epping - East,10342,984.952381,1.631289308,166,,,,,,,
2005,209041432,Epping - South,8588,496.416185,0.245126649,21,,,,,,,
2005,209041433,Epping - West,615,82,-0.646203554,-4,,,,,,,
2005,209041434,Mernda,779,108.1944444,0.257400257,2,,,,,,,
2005,209041435,South Morang (North),3374,843.5,37.65809874,923,,,,,,,
2005,209041436,South Morang (South),7923,256.407767,5.710473649,428,,,,,,,
2005,209041437,Wollert,323,25.43307087,-7.183908046,-25,,,,,,,
2005,210011226,Airport West,6870,225.2459016,-0.492468134,-34,,,,,,,
2005,210011227,Essendon Airport,0,0,0,0,,,,,,,
2005,210011228,Keilor,9000,1764.705882,-0.881057269,-80,,,,,,,
2005,210011229,Keilor East,24954,6931.666667,-0.755647471,-190,,,,,,,
2005,210011230,Niddrie - Essendon West,6005,166.3434903,0.434855327,26,,,,,,,
2005,210011231,Strathmore,8907,21.91143911,0.917743032,81,,,,,,,
2005,210021232,Gisborne,9710,52.06434316,2.210526316,210,,,,,,,
2005,210021233,Macedon,3452,63.45588235,-0.633275763,-22,,,,,,,
2005,210021234,Riddells Creek,3565,89.57286432,0.309510411,11,,,,,,,
2005,210021235,Romsey,7989,14.69917203,1.913509376,150,,,,,,,
2005,210031236,Coburg North,6273,165.952381,-0.317813444,-20,,,,,,,
2005,210031237,Fawkner,12167,45.38232003,-0.114933093,-14,,,,,,,
2005,210031239,Pascoe Vale,19153,137.7913669,0.435238595,83,,,,,,,
2005,210031438,Glenroy,18625,4.715070505,0.561524756,104,,,,,,,
2005,210031439,Gowanbrae,1779,70.5952381,15.2948801,236,,,,,,,
2005,210031440,Hadfield,5424,2.739670674,-0.677531588,-37,,,,,,,
2005,210041240,Sunbury,11964,189.0047393,4.107205012,472,,,,,,,
2005,210041241,Sunbury - South,21966,17.81219591,1.703861469,368,,,,,,,
2005,210051242,Broadmeadows,11518,299.9479167,-0.852199363,-99,,,,,,,
2005,210051243,Campbellfield - Coolaroo,15917,655.0205761,-0.194381741,-31,,,,,,,
2005,210051245,Gladstone Park - Westmeadows,18165,19.99889904,-0.552939888,-101,,,,,,,
2005,210051246,Greenvale - Bulla,11636,61.40369393,4.143918375,463,,,,,,,
2005,210051247,Meadow Heights,15213,151.6749751,-0.633572828,-97,,,,,,,
2005,210051248,Melbourne Airport,137,14.57446809,-3.521126761,-5,,,,,,,
2005,210051249,Roxburgh Park - Somerton,16437,566.7931034,8.409180847,1275,,,,,,,
2005,210051250,Tullamarine,6581,774.2352941,-0.739064857,-49,,,,,,,
2005,210051441,Craigieburn - Central,7909,140.4795737,1.384437893,108,,,,,,,
2005,210051442,Craigieburn - North,2292,0.09956473,44.06033941,701,,,,,,,
2005,210051443,Craigieburn - South,10028,26.82000535,3.852526926,372,,,,,,,
2005,210051444,Craigieburn - West,141,0.026066219,135,81,,,,,,,
2005,210051445,Mickleham - Yuroke,1130,0.249961289,6.103286385,65,,,,,,,
2005,211011251,Bayswater,10867,269.6526055,0.332379282,36,,,,,,,
2005,211011254,Knoxfield - Scoresby,13066,2.832000347,-0.076475987,-10,,,,,,,
2005,211011255,Lysterfield,6090,3.677314172,1.162790698,70,,,,,,,
2005,211011256,Rowville - Central,16017,6.77968254,-0.490805169,-79,,,,,,,
2005,211011257,Rowville - North,7575,3.843421787,6.28595482,448,,,,,,,
2005,211011258,Rowville - South,10493,3.055353347,1.509141917,156,,,,,,,
2005,211011259,Wantirna,14383,266.3518519,-0.97080694,-141,,,,,,,
2005,211011260,Wantirna South,18191,338.7523277,-0.043958459,-8,,,,,,,
2005,211011446,Boronia,20568,699.5918367,0.019451469,4,,,,,,,
2005,211011447,Ferntree Gully (North),13121,238.9981785,-0.447647951,-59,,,,,,,
2005,211011448,Ferntree Gully (South) - Upper Ferntree Gully,14560,1.559771605,-0.53285968,-78,,,,,,,
2005,211011449,The Basin,4372,8.140011171,-0.65894115,-29,,,,,,,
2005,211021261,Donvale - Park Orchards,15878,95.13481126,0.506393214,80,,,,,,,
2005,211021262,Warrandyte - Wonga Park,10334,135.2617801,1.383302266,141,,,,,,,
2005,211031263,Bayswater North,11203,5.224061553,0.13407222,15,,,,,,,
2005,211031265,Croydon Hills - Warranwood,18084,583.3548387,1.339310731,239,,,,,,,
2005,211031266,Ringwood,15211,152.5677031,-0.236112022,-36,,,,,,,
2005,211031267,Ringwood East,18470,181.612586,0.637497957,117,,,,,,,
2005,211031268,Ringwood North,9530,123.9271782,0.273569024,26,,,,,,,
2005,211031450,Croydon - East,12829,322.3366834,1.151147205,146,,,,,,,
2005,211031451,Croydon - West,10875,28.92287234,0.239653424,26,,,,,,,
2005,211031452,Croydon South,4335,92.62820513,-0.482093664,-21,,,,,,,
2005,211041269,Forest Hill,9976,14.72255018,0.030081219,3,,,,,,,
2005,211041270,Mitcham (Vic.),14734,265,0.67646054,99,,,,,,,
2005,211041271,Nunawading,10466,60.01146789,-0.114525673,-12,,,,,,,
2005,211041272,Vermont,9561,129.5528455,0.293716564,28,,,,,,,
2005,211041273,Vermont South,11865,100.465707,-0.528169014,-63,,,,,,,
2005,211051274,Belgrave - Selby,10565,21.19358074,-1.123069724,-120,,,,,,,
2005,211051275,Chirnside Park,9135,6.480102149,0.672250386,61,,,,,,,
2005,211051276,Healesville - Yarra Glen,12532,1509.879518,1.040070951,129,,,,,,,
2005,211051277,Kilsyth,8576,779.6363636,-0.267472962,-23,,,,,,,
2005,211051278,Lilydale - Coldstream,16904,2347.777778,1.10652551,185,,,,,,,
2005,211051279,Monbulk - Silvan,5623,720.8974359,-1.003521127,-57,,,,,,,
2005,211051280,Montrose,6738,1604.285714,-0.340186363,-23,,,,,,,
2005,211051281,Mooroolbark,19690,9376.190476,0.716112532,140,,,,,,,
2005,211051282,Mount Dandenong - Olinda,9769,1436.617647,0.071706617,7,,,,,,,
2005,211051283,Mount Evelyn,9357,2282.195122,0.07486631,7,,,,,,,
2005,211051284,Upwey - Tecoma,10148,6342.5,-1.053042122,-108,,,,,,,
2005,211051285,Wandin - Seville,7241,872.4096386,0,0,,,,,,,
2005,211051286,Yarra Valley,15788,1489.433962,-0.271618975,-43,,,,,,,
2005,212011287,Beaconsfield - Officer,6244,16.54039735,10.65036328,601,,,,,,,
2005,212011288,Bunyip - Garfield,7766,40.51121544,0.29704249,23,,,,,,,
2005,212011289,Emerald - Cockatoo,17454,8.079807425,0.7039003,122,,,,,,,
2005,212011290,Koo Wee Rup,5531,16.66465803,2.501853225,135,,,,,,,
2005,212011291,Pakenham - North,7062,86.54411765,1.378122308,96,,,,,,,
2005,212011292,Pakenham - South,11197,305.0953678,13.45627723,1328,,,,,,,
2005,212021293,Berwick - North,21209,2651.125,1.932042101,402,,,,,,,
2005,212021294,Berwick - South,15001,2027.162162,11.84759916,1589,,,,,,,
2005,212021295,Doveton,9769,986.7676768,-0.660972137,-65,,,,,,,
2005,212021297,Hallam,9855,835.1694915,1.629369908,158,,,,,,,
2005,212021299,Narre Warren North,6279,560.625,4.406385101,265,,,,,,,
2005,212021453,Endeavour Hills - North,12325,3625,-0.395991595,-49,,,,,,,
2005,212021454,Endeavour Hills - South,14686,3124.680851,-0.487870985,-72,,,,,,,
2005,212021455,Narre Warren - North East,13517,2650.392157,0.528038078,71,,,,,,,
2005,212021456,Narre Warren - South West,12755,1301.530612,0.204257994,26,,,,,,,
2005,212031300,Cranbourne,14665,184.697733,2.681697241,383,,,,,,,
2005,212031301,Cranbourne East,3425,3805.555556,24.59076028,676,,,,,,,
2005,212031302,Cranbourne North,9565,1226.282051,0.062768072,6,,,,,,,
2005,212031303,Cranbourne South,4925,807.3770492,1.525458668,74,,,,,,,
2005,212031304,Cranbourne West,7238,1419.215686,9.550476767,631,,,,,,,
2005,212031305,Hampton Park - Lynbrook,22485,3626.612903,1.22906537,273,,,,,,,
2005,212031306,Lynbrook - Lyndhurst,4091,362.0353982,23.22289157,771,,,,,,,
2005,212031308,Pearcedale - Tooradin,7537,866.3218391,3.09123239,226,,,,,,,
2005,212031457,Narre Warren South (East),10714,348.990228,7.430061165,741,,,,,,,
2005,212031458,Narre Warren South (West),13780,943.8356164,8.410038549,1069,,,,,,,
2005,212041309,Clarinda - Oakleigh South,12367,3637.352941,-0.706543557,-88,,,,,,,
2005,212041310,Clayton South,10947,3219.705882,-0.127725572,-14,,,,,,,
2005,212041311,Dandenong,22980,3706.451613,1.126562225,256,,,,,,,
2005,212041312,Dandenong North,22815,7359.677419,-0.074456903,-17,,,,,,,
2005,212041313,Dingley Village,10375,3705.357143,0.048216008,5,,,,,,,
2005,212041314,Keysborough,17335,1947.752809,2.440609857,413,,,,,,,
2005,212041316,Noble Park North,7861,1355.344828,-1.082169372,-86,,,,,,,
2005,212041317,Springvale,18716,6238.666667,0.40233893,75,,,,,,,
2005,212041318,Springvale South,11738,3009.74359,0.513786607,60,,,,,,,
2005,212041459,Noble Park - East,10088,11208.88889,0.648508431,65,,,,,,,
2005,212041460,Noble Park - West,16521,3842.093023,-0.030255355,-5,,,,,,,
2005,212051319,Ashwood - Chadstone,15243,6627.391304,2.750252781,408,,,,,,,
2005,212051320,Clayton,15933,4828.181818,3.146241989,486,,,,,,,
2005,212051321,Glen Waverley - East,21086,14057.33333,0.1044436,22,,,,,,,
2005,212051322,Glen Waverley - West,18012,12008,1.208068776,215,,,,,,,
2005,212051323,Mount Waverley - North,14612,6641.818182,0.439923013,64,,,,,,,
2005,212051324,Mount Waverley - South,16551,12731.53846,0.351664342,58,,,,,,,
2005,212051325,Mulgrave,16747,3894.651163,0.594666026,99,,,,,,,
2005,212051326,Oakleigh - Huntingdale,19487,5413.055556,0.765292931,148,,,,,,,
2005,212051327,Wheelers Hill,20642,8256.8,-0.544447121,-113,,,,,,,
2005,213011328,Ardeer - Albion,6523,2609.2,0,0,,,,,,,
2005,213011329,Cairnlea,5255,2102,40.43292357,1513,,,,,,,
2005,213011330,Deer Park - Derrimut,13644,6822,2.324883756,310,,,,,,,
2005,213011331,Delahey,8954,1905.106383,1.163710315,103,,,,,,,
2005,213011332,Keilor Downs,14697,7735.263158,-1.123519914,-167,,,,,,,
2005,213011333,Kings Park (Vic.),14796,3998.918919,-1.346846246,-202,,,,,,,
2005,213011334,St Albans - North,18824,3690.980392,0.405376574,76,,,,,,,
2005,213011335,St Albans - South,16148,12421.53846,-1.102400784,-180,,,,,,,
2005,213011336,Sunshine,8244,2169.473684,1.153374233,94,,,,,,,
2005,213011337,Sunshine North,10473,887.5423729,-0.123974824,-13,,,,,,,
2005,213011338,Sunshine West,16443,6324.230769,-0.188175307,-31,,,,,,,
2005,213011339,Sydenham,11061,5530.5,1.430536451,156,,,,,,,
2005,213011340,Taylors Lakes,18687,10381.66667,1.174878181,217,,,,,,,
2005,213021341,Altona,11864,5649.52381,-0.461448108,-55,,,,,,,
2005,213021342,Altona Meadows,19379,9689.5,0.497847845,96,,,,,,,
2005,213021343,Altona North,12869,6773.157895,-0.286688362,-37,,,,,,,
2005,213021344,Newport,15186,4466.470588,1.348104645,202,,,,,,,
2005,213021345,Seabrook,5124,575.7303371,0.648202711,33,,,,,,,
2005,213021346,Williamstown,14550,3548.780488,0.699010312,101,,,,,,,
2005,213031347,Braybrook,13184,1318.4,1.11204847,145,,,,,,,
2005,213031348,Footscray,11731,1675.857143,0.963938377,112,,,,,,,
2005,213031349,Maribyrnong,8026,1234.769231,5.272822665,402,,,,,,,
2005,213031350,Seddon - Kingsville,8202,569.5833333,0.601005765,49,,,,,,,
2005,213031351,West Footscray - Tottenham,9988,1958.431373,1.103350542,109,,,,,,,
2005,213031352,Yarraville,13006,2322.5,1.182511281,152,,,,,,,
2005,213041353,Bacchus Marsh,15345,5683.333333,2.197802198,330,,,,,,,
2005,213041355,Hillside,13302,3023.181818,9.797771358,1187,,,,,,,
2005,213041356,Melton,14834,3296.444444,1.394395079,204,,,,,,,
2005,213041357,Melton South,12136,2528.333333,0.380479735,46,,,,,,,
2005,213041358,Melton West,9683,1180.853659,6.699724518,608,,,,,,,
2005,213041359,Rockbank - Mount Cottrell,2245,431.7307692,9.619140625,197,,,,,,,
2005,213041360,Taylors Hill,6073,1686.944444,49.17710636,2002,,,,,,,
2005,213041461,Burnside,4128,1876.363636,8.062827225,308,,,,,,,
2005,213041462,Burnside Heights,194,138.5714286,193.9393939,128,,,,,,,
2005,213041463,Caroline Springs,9746,2707.222222,17.91893527,1481,,,,,,,
2005,213051361,Hoppers Crossing - North,19322,3167.540984,1.33207468,254,,,,,,,
2005,213051362,Hoppers Crossing - South,19738,5805.294118,-1.032892098,-206,,,,,,,
2005,213051363,Laverton,4553,1034.772727,0,0,,,,,,,
2005,213051365,Tarneit,5683,767.972973,40.80773043,1647,,,,,,,
2005,213051366,Truganina,2457,877.5,28.90870934,551,,,,,,,
2005,213051368,Werribee - South,10252,1653.548387,1.394520819,141,,,,,,,
2005,213051369,Wyndham Vale,9754,1950.8,9.780528981,869,,,,,,,
2005,213051464,Point Cook - East,2743,517.5471698,39.94897959,783,,,,,,,
2005,213051465,Point Cook - North,8777,2309.736842,34.92697925,2272,,,,,,,
2005,213051466,Point Cook - South,68,30.90909091,70,28,,,,,,,
2005,213051467,Werribee - East,18501,5286,2.777623465,500,,,,,,,
2005,213051468,Werribee - West,10965,3225,1.377588757,149,,,,,,,
2005,214011370,Carrum Downs,17122,4756.111111,1.825750818,307,,,,,,,
2005,214011371,Frankston,21540,4682.608696,-0.40687997,-88,,,,,,,
2005,214011372,Frankston North,19255,3056.349206,-1.312080365,-256,,,,,,,
2005,214011373,Frankston South,17519,3435.098039,0.718638611,125,,,,,,,
2005,214011374,Langwarrin,21036,5685.405405,3.1783402,648,,,,,,,
2005,214011375,Seaford (Vic.),15840,3443.478261,-0.515010677,-82,,,,,,,
2005,214011376,Skye - Sandhurst,6218,2391.538462,13.75777534,752,,,,,,,
2005,214021377,Dromana,8588,1908.444444,0.046598322,4,,,,,,,
2005,214021378,Flinders,5901,1639.166667,0.118764846,7,,,,,,,
2005,214021379,Hastings - Somers,18374,4965.945946,1.050431722,191,,,,,,,
2005,214021380,Mornington,21151,4700.222222,1.873615259,389,,,,,,,
2005,214021381,Mount Eliza,17102,5700.666667,0.146395737,25,,,,,,,
2005,214021382,Mount Martha,14781,3695.25,3.617245005,516,,,,,,,
2005,214021383,Point Nepean,16473,6101.111111,0.243412645,40,,,,,,,
2005,214021384,Rosebud - McCrae,18328,5236.571429,-0.77955825,-144,,,,,,,
2005,214021385,Somerville,17061,4489.736842,0.335215243,57,,,,,,,
2004,102011028,Avoca Beach - Copacabana,7028,1098.125,-0.790513834,-56,,,,,,,
2004,102011029,Box Head - MacMasters Beach,10445,325.3894081,0.365138849,38,,,,,,,
2004,102011030,Calga - Kulnura,4744,6.177083333,-0.918964077,-44,,,,,,,
2004,102011031,Erina - Green Point,13683,404.8224852,0.521598589,71,,,,,,,
2004,102011032,Gosford - Springfield,16738,990.4142012,0.263567749,44,,,,,,,
2004,102011033,Kariong,6458,778.0722892,-0.584975369,-38,,,,,,,
2004,102011034,Kincumber - Picketts Valley,7397,611.322314,-0.229295927,-17,,,,,,,
2004,102011035,Narara,6729,873.8961039,-1.247431758,-85,,,,,,,
2004,102011036,Niagara Park - Lisarow,7526,450.6586826,0.494057952,37,,,,,,,
2004,102011037,Point Clare - Koolewong,6187,909.8529412,-1.245011971,-78,,,,,,,
2004,102011038,Saratoga - Davistown,6491,1352.291667,-0.153822489,-10,,,,,,,
2004,102011039,Terrigal - North Avoca,11968,1184.950495,-0.474012474,-57,,,,,,,
2004,102011040,Umina - Booker Bay - Patonga,22204,881.1111111,-0.426028073,-95,,,,,,,
2004,102011041,Wamberal - Forresters Beach,9057,661.0948905,0.321222862,29,,,,,,,
2004,102011042,Woy Woy - Blackwall,13104,753.1034483,0.629703579,82,,,,,,,
2004,102011043,Wyoming,11464,1364.761905,-0.486111111,-56,,,,,,,
2004,102021044,Bateau Bay - Killarney Vale,21473,1970,0.195977789,42,,,,,,,
2004,102021045,Blue Haven - San Remo,9906,471.7142857,2.855362891,275,,,,,,,
2004,102021046,Budgewoi - Buff Point - Halekulani,8895,946.2765957,-0.481091967,-43,,,,,,,
2004,102021047,Chittaway Bay - Tumbi Umbi,15063,614.8163265,-0.429666843,-65,,,,,,,
2004,102021048,Gorokan - Kanwal - Charmhaven,20291,1811.696429,-0.475770061,-97,,,,,,,
2004,102021049,Jilliby - Yarramalong,2940,8.477508651,-1.342281879,-40,,,,,,,
2004,102021050,Lake Munmorah - Mannering Park,9453,266.2816901,1.361784259,127,,,,,,,
2004,102021051,Ourimbah - Fountaindale,4771,41.81419807,0.336487907,16,,,,,,,
2004,102021052,Summerland Point - Gwandalan,5042,548.0434783,0.900540324,45,,,,,,,
2004,102021053,The Entrance,11742,844.7482014,-0.87793348,-104,,,,,,,
2004,102021054,Toukley - Norah Head,8992,856.3809524,0.111333779,10,,,,,,,
2004,102021055,Tuggerah - Kangy Angy,4712,169.4964029,1.48610812,69,,,,,,,
2004,102021056,Warnervale - Wadalba,7915,184.4988345,9.656414519,697,,,,,,,
2004,102021057,Wyong,7581,505.4,-0.22374309,-17,,,,,,,
2004,115011290,Baulkham Hills (East),20508,2470.843373,1.635444544,330,,,,,,,
2004,115011291,Baulkham Hills (West) - Bella Vista,17777,1616.090909,2.668206757,462,,,,,,,
2004,115011294,Glenhaven,5527,767.6388889,-0.754174897,-42,,,,,,,
2004,115011296,West Pennant Hills,13052,1673.333333,0.191909112,25,,,,,,,
2004,115011553,Castle Hill - Central,6378,1518.571429,3.070458953,190,,,,,,,
2004,115011554,Castle Hill - East,5648,2689.52381,0.605628785,34,,,,,,,
2004,115011555,Castle Hill - North,11287,1659.852941,-0.0708278,-8,,,,,,,
2004,115011556,Castle Hill - South,7971,1944.146341,0.352511645,28,,,,,,,
2004,115011557,Castle Hill - West,3942,2463.75,9.682804674,348,,,,,,,
2004,115011558,Cherrybrook,19215,2315.060241,0.177258746,34,,,,,,,
2004,115011559,Kellyville,15092,1423.773585,7.477567298,1050,,,,,,,
2004,115021297,Dural - Kenthurst - Wisemans Ferry,19933,52.80264901,0.100436901,20,,,,,,,
2004,115021298,Galston - Laughtondale,5095,26.57798644,-0.624146674,-32,,,,,,,
2004,115031299,Bilpin - Colo - St Albans,2562,1.186001296,-1.004636785,-26,,,,,,,
2004,115031300,Kurrajong Heights - Ebenezer,21048,63.41669177,-1.020456149,-217,,,,,,,
2004,115041301,Pitt Town - McGraths Hill,8923,109.3504902,-0.811471765,-73,,,,,,,
2004,115041302,Rouse Hill - Beaumont Hills,14389,392.0708447,6.957555935,936,,,,,,,
2004,116011303,Blacktown (East) - Kings Park,13395,1674.375,1.731601732,228,,,,,,,
2004,116011304,Blacktown (North) - Marayong,16408,2217.297297,-0.551548579,-91,,,,,,,
2004,116011306,Doonside - Woodcroft,18302,1848.686869,-0.565033141,-104,,,,,,,
2004,116011307,Lalor Park - Kings Langley,24184,2049.491525,-0.428194993,-104,,,,,,,
2004,116011308,Seven Hills - Toongabbie,21796,1946.071429,-0.283649007,-62,,,,,,,
2004,116011560,Blacktown (South),11186,3290,0.152207002,17,,,,,,,
2004,116011561,Blacktown (West),14018,2982.553191,-0.142470437,-20,,,,,,,
2004,116021309,Glenwood,12946,2538.431373,7.018268992,849,,,,,,,
2004,116021310,Parklea - Kellyville Ridge,8909,909.0816327,13.07272497,1030,,,,,,,
2004,116021312,Riverstone - Marsden Park,11390,143.4508816,-0.506638714,-58,,,,,,,
2004,116021562,Acacia Gardens,2768,3075.555556,9.407114625,238,,,,,,,
2004,116021563,Quakers Hill,20726,2657.179487,2.234499087,453,,,,,,,
2004,116031313,Bidwill - Hebersham - Emerton,18962,3108.52459,-0.508945905,-97,,,,,,,
2004,116031314,Glendenning - Dean Park,8136,1595.294118,0.382479951,31,,,,,,,
2004,116031315,Hassall Grove - Plumpton,18741,3022.741935,1.991836735,366,,,,,,,
2004,116031316,Lethbridge Park - Tregear,15138,1339.646018,-0.289816888,-44,,,,,,,
2004,116031317,Mount Druitt - Whalan,18801,2161.034483,2.441017817,448,,,,,,,
2004,116031318,Prospect Reservoir,18,0.586319218,0,0,,,,,,,
2004,116031319,Rooty Hill - Minchinbury,17948,1229.315068,1.498614488,265,,,,,,,
2004,117011320,Banksmeadow,14,4.117647059,0,0,,,,,,,
2004,117011321,Botany,8234,2421.764706,0.085085693,7,,,,,,,
2004,117011322,Mascot - Eastlakes,18160,2929.032258,-0.471336183,-86,,,,,,,
2004,117011323,Pagewood - Hillsdale - Daceyville,10673,3442.903226,-0.633088167,-68,,,,,,,
2004,117011324,Port Botany Industrial,0,0,0,0,,,,,,,
2004,117011325,Sydney Airport,0,0,0,0,,,,,,,
2004,117021326,Marrickville,24675,4254.310345,-1.315789474,-329,,,,,,,
2004,117021327,Petersham - Stanmore,18399,6133,0.288891311,53,,,,,,,
2004,117021328,Sydenham - Tempe - St Peters,6761,1733.589744,-0.441761154,-30,,,,,,,
2004,117031329,Darlinghurst,9524,10582.22222,4.739909821,431,,,,,,,
2004,117031330,Erskineville - Alexandria,11654,2710.232558,4.839870457,538,,,,,,,
2004,117031331,Glebe - Forest Lodge,14967,6507.391304,4.038648686,581,,,,,,,
2004,117031332,Newtown - Camperdown - Darlington,20423,6188.787879,2.232567453,446,,,,,,,
2004,117031333,Potts Point - Woolloomooloo,18048,12032,4.390074614,759,,,,,,,
2004,117031334,Pyrmont - Ultimo,15307,10204.66667,9.288876196,1301,,,,,,,
2004,117031335,Redfern - Chippendale,15495,7043.181818,3.176188574,477,,,,,,,
2004,117031336,Surry Hills,15392,11840,4.253589813,628,,,,,,,
2004,117031337,Sydney - Haymarket - The Rocks,20391,4742.093023,4.805715461,935,,,,,,,
2004,117031338,Waterloo - Beaconsfield,15748,4374.444444,10.06429969,1440,,,,,,,
2004,118011339,Bondi - Tamarama - Bronte,17466,6986.4,-0.022896394,-4,,,,,,,
2004,118011340,Bondi Beach - North Bondi,19715,7886,0.071062383,14,,,,,,,
2004,118011341,Bondi Junction - Waverly,15452,6180.8,0.901136215,138,,,,,,,
2004,118011342,Centennial Park,0,0,0,0,,,,,,,
2004,118011343,Double Bay - Bellevue Hill,23857,5075.957447,-0.246696772,-59,,,,,,,
2004,118011344,Dover Heights,10355,5450,0.602351112,62,,,,,,,
2004,118011345,Paddington - Moore Park,14382,3887.027027,0.306876831,44,,,,,,,
2004,118011346,Rose Bay - Vaucluse - Watsons Bay,12062,2365.098039,0.033172997,4,,,,,,,
2004,118011347,Woollahra,7432,5716.923077,-0.561948087,-42,,,,,,,
2004,118021348,Coogee - Clovelly,23938,6299.473684,-0.079308762,-19,,,,,,,
2004,118021350,Malabar - La Perouse - Chifley,20337,1723.474576,-0.004916904,-1,,,,,,,
2004,118021564,Kensington (NSW),10962,4216.153846,-1.367644412,-152,,,,,,,
2004,118021565,Kingsford,13542,6771,-1.153284672,-158,,,,,,,
2004,118021566,Maroubra - North,8933,4962.777778,-0.234532053,-21,,,,,,,
2004,118021567,Maroubra - South,10639,5066.190476,-0.27184102,-29,,,,,,,
2004,118021568,Maroubra - West,8509,4254.5,2.977126951,246,,,,,,,
2004,118021569,Randwick - North,15717,8272.105263,-0.057230065,-9,,,,,,,
2004,118021570,Randwick - South,11511,3385.588235,-0.182101977,-21,,,,,,,
2004,119011354,Bass Hill - Georges Hall,19510,2192.134831,-0.692252876,-136,,,,,,,
2004,119011355,Chullora,0,0,0,0,,,,,,,
2004,119011356,Condell Park,9644,964.4,-0.341014777,-33,,,,,,,
2004,119011357,Greenacre - Mount Lewis,23392,3341.714286,0.072727273,17,,,,,,,
2004,119011358,Padstow,15157,2331.846154,-0.355006245,-54,,,,,,,
